	ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	Comparison
GO:0005874	CC	GO:0005874	microtubule	35/421	429/21251	1.59642998258887e-12	3.79950335856152e-10	3.15925091291272e-10	Dst/Map2/Katna1/Gas2l3/Cct4/Zfp207/Tubd1/Cnp/Csnk1d/Tppp/Map1b/Slain1/Cct5/Kif21a/Tuba1a/Chmp2b/Cct8/Tcp1/Tubb4a/Haus1/Eml3/Snph/Stmn1/Kif1b/Dynll1/Hsph1/Cct7/Fkbp4/Apoe/Clip3/Tppp3/Fez1/Hspa8/Nicn1/Shroom2	35	MaintenancevsSaline
GO:0101031	CC	GO:0101031	chaperone complex	8/421	34/21251	2.56668897835261e-07	4.07247984565281e-05	3.38622826617748e-05	Cct4/Cct5/Cct8/Tcp1/Hsp90ab1/Stip1/Cct7/Hspa8	8	MaintenancevsSaline
GO:0044304	CC	GO:0044304	main axon	11/421	81/21251	5.65527604752199e-07	6.58734484803901e-05	5.47731460164234e-05	Map2/Cntn2/Adora1/Ank3/Map1b/Tubb4a/Epb41l3/Ermn/Hapln2/Camk2d/Mag	11	MaintenancevsSaline
GO:0005832	CC	GO:0005832	chaperonin-containing T-complex	5/421	10/21251	6.91947988239392e-07	6.58734484803901e-05	5.47731460164234e-05	Cct4/Cct5/Cct8/Tcp1/Cct7	5	MaintenancevsSaline
GO:0150034	CC	GO:0150034	distal axon	23/421	371/21251	1.60506712426107e-06	0.000117239140291589	9.74832303176411e-05	Map2/Adora1/Glul/Katna1/Mical1/Fxr2/Hnrnpk/Map1b/Pcdh9/Hsp90ab1/Prnp/Fxr1/Dclk1/Syt11/Ptprf/Srsf10/Rufy3/Fkbp4/Gria4/Fez1/Hspa8/Ncam1/Tmod2	23	MaintenancevsSaline
GO:0032279	CC	GO:0032279	asymmetric synapse	24/421	402/21251	1.84539038203525e-06	0.000117239140291589	9.74832303176411e-05	Dst/Map2/Adora1/Lrrtm3/Pip5k1c/Fxr2/Hnrnpk/Map1b/Chmp2b/Epb41l3/Prnp/Fxr1/Dclk1/Syt11/Slc6a9/Ptprf/Ctnna2/Itpr1/Lrrc4b/Picalm/Gria4/Hspa8/Cryab/Pak3	24	MaintenancevsSaline
GO:0098984	CC	GO:0098984	neuron to neuron synapse	25/421	432/21251	1.97040571918636e-06	0.000117239140291589	9.74832303176411e-05	Dst/Map2/Adora1/Lrrtm3/Pip5k1c/Fxr2/Hnrnpk/Map1b/Chmp2b/Epb41l3/Prnp/Fxr1/Dclk1/Syt11/Ptprd/Slc6a9/Ptprf/Ctnna2/Itpr1/Lrrc4b/Picalm/Gria4/Hspa8/Cryab/Pak3	25	MaintenancevsSaline
GO:0014069	CC	GO:0014069	postsynaptic density	23/421	394/21251	4.39598677862406e-06	0.000232498856291673	0.000193320588159374	Dst/Map2/Adora1/Lrrtm3/Pip5k1c/Fxr2/Hnrnpk/Map1b/Chmp2b/Epb41l3/Prnp/Fxr1/Dclk1/Syt11/Slc6a9/Ptprf/Ctnna2/Itpr1/Lrrc4b/Picalm/Gria4/Cryab/Pak3	23	MaintenancevsSaline
GO:0099572	CC	GO:0099572	postsynaptic specialization	24/421	431/21251	6.08615404312427e-06	0.000289700932452715	0.000240883570548918	Dst/Map2/Adora1/Lrrtm3/Pip5k1c/Fxr2/Hnrnpk/Map1b/Chmp2b/Epb41l3/Prnp/Fxr1/Dclk1/Syt11/Slc6a9/Ptprf/Ctnna2/Itpr1/Lrrc4b/Picalm/Gria4/Hspa8/Cryab/Pak3	24	MaintenancevsSaline
GO:0016234	CC	GO:0016234	inclusion body	9/421	79/21251	2.60829818770214e-05	0.00112868176122383	0.000938488151747372	Tpr/Hsp90ab1/Nxf1/Prnp/Fgr/Nub1/Edem1/Picalm/Herpud1	9	MaintenancevsSaline
GO:0005681	CC	GO:0005681	spliceosomal complex	14/421	194/21251	3.46053552700514e-05	0.00137267909237871	0.00114136961241573	Cirbp/Prpf39/Hnrnpk/Tra2b/Luc7l/U2af1/Hnrnpm/Cdc5l/Mfap1a/Prpf38b/Tra2a/Hspa8/Rbm5/Rbm3	14	MaintenancevsSaline
GO:0030426	CC	GO:0030426	growth cone	14/421	200/21251	4.83284532727726e-05	0.00176956490444921	0.00147137639113866	Map2/Katna1/Fxr2/Map1b/Pcdh9/Hsp90ab1/Fxr1/Dclk1/Ptprf/Rufy3/Fkbp4/Fez1/Ncam1/Tmod2	14	MaintenancevsSaline
GO:0034399	CC	GO:0034399	nuclear periphery	11/421	131/21251	6.11257393664059e-05	0.0020782751384578	0.00172806601517057	Map2/Tpr/Morc2a/Akap8l/Hnrnpm/Smc3/Ppig/Nup35/Alox5/Iffo1/Smc1a	11	MaintenancevsSaline
GO:0030427	CC	GO:0030427	site of polarized growth	14/421	207/21251	7.01602448336315e-05	0.00222641843605391	0.00185124575841722	Map2/Katna1/Fxr2/Map1b/Pcdh9/Hsp90ab1/Fxr1/Dclk1/Ptprf/Rufy3/Fkbp4/Fez1/Ncam1/Tmod2	14	MaintenancevsSaline
GO:0072686	CC	GO:0072686	mitotic spindle	12/421	171/21251	0.000161775632081814	0.00481282505443397	0.00400181826728698	Tpr/Katna1/Ncor1/Tppp/Cd180/Tubb4a/Haus1/Eml3/Smc3/Gpsm2/Dynll1/Smc1a	12	MaintenancevsSaline
GO:0033270	CC	GO:0033270	paranode region of axon	4/421	15/21251	0.000174300191534766	0.00488040536297344	0.00405801065121188	Ank3/Epb41l3/Ermn/Mag	4	MaintenancevsSaline
GO:0097060	CC	GO:0097060	synaptic membrane	21/421	463/21251	0.000405314698120451	0.010718322016963	0.00891218283586488	Cntn2/Adora1/Lrrtm3/Ank3/Pip5k1c/Snph/Glrb/Syt11/Ptprd/Slc6a9/Ptprf/Ctnna2/Itpr1/Slc6a1/Lrrc4b/Picalm/Gria4/Hspa8/Ncam1/Cryab/Cspg5	21	MaintenancevsSaline
GO:0044306	CC	GO:0044306	neuron projection terminus	12/421	208/21251	0.000949135836581798	0.0237783504322598	0.0197714722745017	Adora1/Glul/Mical1/Ptbp1/Hnrnpk/Vti1a/Prnp/Syt11/Srsf10/Scrg1/Gria4/Hspa8	12	MaintenancevsSaline
GO:0002199	CC	GO:0002199	zona pellucida receptor complex	3/421	11/21251	0.00113157950497956	0.0269315922185135	0.0223933628353849	Cct4/Cct8/Tcp1	3	MaintenancevsSaline
GO:0016363	CC	GO:0016363	nuclear matrix	8/421	106/21251	0.00123443532636425	0.0279805340642564	0.0232655480056621	Morc2a/Akap8l/Hnrnpm/Smc3/Ppig/Alox5/Iffo1/Smc1a	8	MaintenancevsSaline
GO:0043194	CC	GO:0043194	axon initial segment	4/421	25/21251	0.00138107472409333	0.0298814349394739	0.0248461290076121	Map2/Cntn2/Ank3/Camk2d	4	MaintenancevsSaline
GO:0005635	CC	GO:0005635	nuclear envelope	18/421	414/21251	0.00164960049222825	0.0341395580130717	0.028386717852532	Dst/Gtf3c3/Ptgs2/Tpr/Cacybp/Tmc6/Pum2/Ednrb/Senp2/Tra2b/Chmp2b/Nxf1/Nup35/Prnp/Osbpl3/Itpr1/Alox5/Apoe	18	MaintenancevsSaline
GO:0036464	CC	GO:0036464	cytoplasmic ribonucleoprotein granule	12/421	228/21251	0.00206855092879535	0.0400019225502672	0.0332612182195941	Cirbp/Fxr2/Pum2/Zfp36l1/Serpinb1a/Hnrnpk/Tuba1a/Carhsp1/Top1/Fxr1/Tia1/Trim5	12	MaintenancevsSaline
GO:0045211	CC	GO:0045211	postsynaptic membrane	15/421	323/21251	0.00210094131041319	0.0400019225502672	0.0332612182195941	Cntn2/Adora1/Lrrtm3/Ank3/Glrb/Slc6a9/Ptprf/Ctnna2/Slc6a1/Lrrc4b/Picalm/Gria4/Hspa8/Ncam1/Cspg5	15	MaintenancevsSaline
GO:0030175	CC	GO:0030175	filopodium	7/421	94/21251	0.00265823148911243	0.048666084185289	0.0404653862310232	Map2/Kitl/Fxr2/Fgd4/Ermn/Fxr1/Rufy3	7	MaintenancevsSaline
GO:0031072	MF	GO:0031072	heat shock protein binding	17/410	138/20962	1.78548557089516e-09	1.18377693350349e-06	1.06001459156302e-06	Adora1/Tpr/Ahsa2/Dnajb9/Ahsa1/Hnrnpk/Mettl22/Hsp90ab1/Stip1/Cdc37l1/Hspa5/Ppid/Dnaja1/Gpr37/Fkbp4/Chordc1/Hspa8	17	MaintenancevsSaline
GO:0051082	MF	GO:0051082	unfolded protein binding	13/410	90/20962	2.13279696865961e-08	6.67083068915351e-06	5.97340399886096e-06	Cct4/Cct5/Cct8/Tcp1/Hsp90ab1/Cdc37l1/Hspa5/Scg5/Dnaja1/Srsf10/Cct7/Hspa8/Cryab	13	MaintenancevsSaline
GO:0016887	MF	GO:0016887	ATP hydrolysis activity	21/410	253/20962	3.01847542495634e-08	6.67083068915351e-06	5.97340399886096e-06	Hspd1/Abcb6/Katna1/Morc2a/Cct4/Cct5/Kif21a/Nubp1/Eif4a2/Cct8/Tcp1/Hsp90ab1/Smc3/Abca2/Hspa5/Kif1b/Hsph1/Cct7/Atf7ip/Hspa8/Smc1a	21	MaintenancevsSaline
GO:0015631	MF	GO:0015631	tubulin binding	25/410	366/20962	7.07013264263813e-08	1.17187448551727e-05	1.04935652906524e-05	Dst/Map2/Tpr/Cacybp/Katna1/Gja1/Gas2l3/Zfp207/Tppp/Map1b/Stmn4/Cct5/Kif21a/Eml3/Smc3/Prnp/Syt11/Stmn1/Kif1b/Hsph1/Clip3/Tppp3/Ranbp10/Fez1/Cryab	25	MaintenancevsSaline
GO:0044183	MF	GO:0044183	protein folding chaperone	8/410	40/20962	8.89478394835896e-07	0.00011794483515524	0.000105613855723673	Cct4/Cct5/Cct8/Tcp1/Hsp90ab1/Hspa5/Cct7/Hspa8	8	MaintenancevsSaline
GO:0003729	MF	GO:0003729	mRNA binding	21/410	344/20962	4.73610688815309e-06	0.000523339811140916	0.000468625313143569	Tpr/Ptbp1/Cirbp/Shmt2/Fxr2/Pum2/Zfp36l1/Srsf5/Hnrnpk/Cct5/Carhsp1/Tra2b/Luc7l/Srsf3/Hnrnpm/Paip2/Nxf1/Fxr1/Tia1/Fus/Rbm5	21	MaintenancevsSaline
GO:0033218	MF	GO:0033218	amide binding	23/410	413/20962	7.68381141224349e-06	0.00072776670947392	0.000651679644587268	Soat1/Prep/Epdr1/Kpna3/Ednrb/Laptm4b/Hsp90ab1/Cd14/Ppig/Prnp/Pex5l/Ppid/Gstm7/Acot7/Gpr37/Fkbp4/Apoe/Clip3/Mag/Folh1/Msr1/Hspa8/Cryab	23	MaintenancevsSaline
GO:0003730	MF	GO:0003730	mRNA 3'-UTR binding	10/410	114/20962	8.19129772142977e-05	0.00678853798663492	0.0060788051511663	Cirbp/Fxr2/Pum2/Zfp36l1/Hnrnpk/Cct5/Carhsp1/Fxr1/Tia1/Fus	10	MaintenancevsSaline
GO:0051087	MF	GO:0051087	chaperone binding	9/410	106/20962	0.000236762536961357	0.0174415068894866	0.0156180199820123	Hspd1/Ahsa2/Dnajb9/Ahsa1/Stip1/Cdc37l1/Prnp/Dnaja1/Hspa8	9	MaintenancevsSaline
GO:0097001	MF	GO:0097001	ceramide binding	4/410	18/20962	0.000355058870261855	0.023540403098361	0.0210792845081775	Epdr1/Laptm4b/Clip3/Mag	4	MaintenancevsSaline
GO:0044389	MF	GO:0044389	ubiquitin-like protein ligase binding	16/410	317/20962	0.000550889782192824	0.0332036295994402	0.0297322332207419	Hspd1/Cacybp/Ube2b/Ccnb1/Laptm4b/Tcp1/Hsp90ab1/Hspa5/Tank/Fbxw7/Syt11/Dnaja1/Ubc/Gpr37/Ubash3b/Hspa8	16	MaintenancevsSaline
GO:0070840	MF	GO:0070840	dynein complex binding	4/410	21/20962	0.00066296105727765	0.0346412197573694	0.0310195251935482	Tpr/Katna1/Smc3/Gpsm2	4	MaintenancevsSaline
GO:0004725	MF	GO:0004725	protein tyrosine phosphatase activity	8/410	98/20962	0.000679239603085674	0.0346412197573694	0.0310195251935482	Ptp4a1/Ssh2/Ptp4a3/Ptprd/Ptprf/Ptpn6/Dusp26/Ubash3b	8	MaintenancevsSaline
GO:0048156	MF	GO:0048156	tau protein binding	4/410	22/20962	0.000797863792163732	0.0355681932734847	0.0318495848316986	Hsp90ab1/Fkbp4/Apoe/Picalm	4	MaintenancevsSaline
GO:0019911	MF	GO:0019911	structural constituent of myelin sheath	3/410	10/20962	0.000804710255056215	0.0355681932734847	0.0318495848316986	Mal/Pllp/Plp1	3	MaintenancevsSaline
GO:0031625	MF	GO:0031625	ubiquitin protein ligase binding	15/410	301/20962	0.000924679393575975	0.0380017394916734	0.0340287069513437	Hspd1/Cacybp/Ube2b/Laptm4b/Tcp1/Hsp90ab1/Hspa5/Tank/Fbxw7/Syt11/Dnaja1/Ubc/Gpr37/Ubash3b/Hspa8	15	MaintenancevsSaline
GO:0008138	MF	GO:0008138	protein tyrosine/serine/threonine phosphatase activity	5/410	40/20962	0.0010463109034756	0.0380017394916734	0.0340287069513437	Ptp4a1/Ssh2/Ptp4a3/Ppm1f/Dusp26	5	MaintenancevsSaline
GO:0043208	MF	GO:0043208	glycosphingolipid binding	3/410	11/20962	0.00109046972055494	0.0380017394916734	0.0340287069513437	Epdr1/Clip3/Mag	3	MaintenancevsSaline
GO:0004683	MF	GO:0004683	calmodulin-dependent protein kinase activity	4/410	24/20962	0.00112377364864213	0.0380017394916734	0.0340287069513437	Camk1d/Camk2d/Camkk2/Mapkapk3	4	MaintenancevsSaline
GO:0042277	MF	GO:0042277	peptide binding	16/410	340/20962	0.00115682203342557	0.0380017394916734	0.0340287069513437	Prep/Kpna3/Ednrb/Hsp90ab1/Cd14/Ppig/Prnp/Pex5l/Ppid/Gstm7/Gpr37/Apoe/Folh1/Msr1/Hspa8/Cryab	16	MaintenancevsSaline
GO:0016853	MF	GO:0016853	isomerase activity	10/410	160/20962	0.00123991134788286	0.0380017394916734	0.0340287069513437	Hspd1/Katna1/Top2a/Ptgds/Ppig/Top1/Ppid/Tbxas1/Fkbp4/Dkc1	10	MaintenancevsSaline
GO:0051787	MF	GO:0051787	misfolded protein binding	4/410	25/20962	0.00131735745820045	0.0380017394916734	0.0340287069513437	Dnajb9/Hspa5/Edem1/Hspa8	4	MaintenancevsSaline
GO:0005543	MF	GO:0005543	phospholipid binding	19/410	446/20962	0.00135020557089747	0.0380017394916734	0.0340287069513437	Sgk3/Phlda3/Snx6/Epdr1/Map1b/Laptm4b/Ncf4/Gsn/Nup35/Syt11/Dapp1/Lpar1/Anxa3/Itpr1/Apoe/Plekhf1/Picalm/Hspa8/Rasa2	19	MaintenancevsSaline
GO:0005539	MF	GO:0005539	glycosaminoglycan binding	12/410	220/20962	0.00137630234900207	0.0380017394916734	0.0340287069513437	Zfp207/Ccl7/Tnfaip6/Prnp/Lxn/Hapln2/Ptprf/Apoe/Aplp1/Spock3/Aplp2/Ncam1	12	MaintenancevsSaline
GO:0008093	MF	GO:0008093	cytoskeletal anchor activity	3/410	12/20962	0.00143294643633761	0.0380017394916734	0.0340287069513437	Gas2l3/Epb41l3/Insc	3	MaintenancevsSaline
GO:0048487	MF	GO:0048487	beta-tubulin binding	5/410	44/20962	0.00162006543025387	0.0413116684714736	0.0369925871523555	Gja1/Cct5/Smc3/Syt11/Ranbp10	5	MaintenancevsSaline
GO:00487091	BP	GO:0048709	oligodendrocyte differentiation	20/218	118/21359	5.28440816315908e-19	1.74491157547513e-15	1.42790271103467e-15	Cntn2/Kcnj10/Aspa/Omg/Cnp/Tppp/Clu/Enpp2/Sox10/Cntn1/Olig1/Sox8/Il33/Opalin/Mal/Tspan2/Hes5/Mag/Fa2h/Plp1	20	AbstinencevsSaline
GO:00100011	BP	GO:0010001	glial cell differentiation	25/218	257/21359	1.80677120102647e-17	2.98297925289471e-14	2.44104298580787e-14	Cntn2/Kcnj10/Ifngr1/Aspa/Omg/Nr1d1/Cnp/Tppp/Clu/Enpp2/Sox10/Cntn1/Nrros/Olig1/Sox8/Il33/Opalin/Mal/Tspan2/Plpp3/Hes5/Mag/Fa2h/Cspg5/Plp1	25	AbstinencevsSaline
GO:00217821	BP	GO:0021782	glial cell development	18/218	120/21359	3.09220371011206e-16	3.40348555026334e-13	2.78515330661672e-13	Cntn2/Kcnj10/Ifngr1/Omg/Nr1d1/Tppp/Clu/Sox10/Cntn1/Nrros/Olig1/Mal/Tspan2/Hes5/Mag/Fa2h/Cspg5/Plp1	18	AbstinencevsSaline
GO:00140031	BP	GO:0014003	oligodendrocyte development	13/218	48/21359	1.28163455663003e-15	1.05798932649809e-12	8.65777870228757e-13	Cntn2/Kcnj10/Omg/Tppp/Clu/Sox10/Cntn1/Olig1/Mal/Hes5/Mag/Fa2h/Plp1	13	AbstinencevsSaline
GO:00220101	BP	GO:0022010	central nervous system myelination	11/218	29/21359	2.86178733774001e-15	1.57493696486958e-12	1.28880843789098e-12	Cntn2/Kcnj10/Omg/Clu/Sox10/Cntn1/Mal/Hes5/Mag/Fa2h/Plp1	11	AbstinencevsSaline
GO:00322911	BP	GO:0032291	axon ensheathment in central nervous system	11/218	29/21359	2.86178733774001e-15	1.57493696486958e-12	1.28880843789098e-12	Cntn2/Kcnj10/Omg/Clu/Sox10/Cntn1/Mal/Hes5/Mag/Fa2h/Plp1	11	AbstinencevsSaline
GO:00420631	BP	GO:0042063	gliogenesis	26/218	358/21359	4.92735244000967e-15	2.32430253670171e-12	1.90203213736915e-12	Cntn2/Kcnj10/Ifngr1/Aspa/Omg/Nr1d1/Cnp/Tppp/Clu/Enpp2/Myc/Sox10/Cntn1/Nrros/Olig1/Sox8/Il33/Opalin/Mal/Tspan2/Plpp3/Hes5/Mag/Fa2h/Cspg5/Plp1	26	AbstinencevsSaline
GO:00072721	BP	GO:0007272	ensheathment of neurons	16/218	174/21359	3.19400810897868e-11	1.17184608620529e-08	9.58949569093366e-09	Cntn2/Kcnj10/Omg/Tppp/Clu/Sox10/Cntn1/Mal/Cldn11/Tspan2/Ugt8a/Hes5/Mag/Pllp/Fa2h/Plp1	16	AbstinencevsSaline
GO:00083661	BP	GO:0008366	axon ensheathment	16/218	174/21359	3.19400810897868e-11	1.17184608620529e-08	9.58949569093366e-09	Cntn2/Kcnj10/Omg/Tppp/Clu/Sox10/Cntn1/Mal/Cldn11/Tspan2/Ugt8a/Hes5/Mag/Pllp/Fa2h/Plp1	16	AbstinencevsSaline
GO:00425521	BP	GO:0042552	myelination	15/218	172/21359	2.84320858701608e-10	9.38827475432711e-08	7.68264888723188e-08	Cntn2/Kcnj10/Omg/Tppp/Clu/Sox10/Cntn1/Mal/Tspan2/Ugt8a/Hes5/Mag/Pllp/Fa2h/Plp1	15	AbstinencevsSaline
GO:00508081	BP	GO:0050808	synapse organization	20/218	490/21359	1.64894952336759e-07	4.94984666014524e-05	4.05057744161205e-05	Fzd5/Cntn2/Ank3/Nrxn1/Prnp/Nlgn1/Pfn2/Glrb/Bcan/Ptprd/Ptprf/Ctnna2/Lrrn1/Slc6a1/Eef2k/Sez6l2/Fgfr2/Gpm6a/Rab39b/Pak3	20	AbstinencevsSaline
GO:0048708	BP	GO:0048708	astrocyte differentiation	9/218	86/21359	2.37252425069535e-07	6.52839589649669e-05	5.34234188731136e-05	Cntn2/Ifngr1/Nr1d1/Sox8/Tspan2/Plpp3/Hes5/Mag/Plp1	9	AbstinencevsSaline
GO:00519621	BP	GO:0051962	positive regulation of nervous system development	16/218	363/21359	1.09965046445697e-06	0.00027931121797207	0.000228567023664862	Nap1l1/Aspa/Enpp2/Myc/Sox10/Sox8/Nrxn1/Il33/Nlgn1/Ptprd/Ptprf/Gper1/Lrrn1/Mag/Eef2k/Pak3	16	AbstinencevsSaline
GO:00970901	BP	GO:0097090	presynaptic membrane organization	4/218	11/21359	3.29361469181162e-06	0.000720323322746317	0.000589457735181164	Cntn2/Nrxn1/Nlgn1/Ptprd	4	AbstinencevsSaline
GO:00996121	BP	GO:0099612	protein localization to axon	4/218	11/21359	3.29361469181162e-06	0.000720323322746317	0.000589457735181164	Cntn2/Ank3/Mal/Ugt8a	4	AbstinencevsSaline
GO:00316441	BP	GO:0031644	regulation of nervous system process	11/218	186/21359	3.49036134583315e-06	0.000720323322746317	0.000589457735181164	Adora1/Kcnj10/Tppp/Ednrb/Sox10/Nrxn1/Il33/Nlgn1/Grm3/Mag/Ncam1	11	AbstinencevsSaline
GO:0032228	BP	GO:0032228	regulation of synaptic transmission, GABAergic	6/218	43/21359	4.69373627280269e-06	0.000911689245458499	0.000746057028624427	Adora1/Nrxn1/Car2/Nlgn1/Cnr1/Slc6a1	6	AbstinencevsSaline
GO:0050767	BP	GO:0050767	regulation of neurogenesis	17/218	459/21359	5.31480531153361e-06	0.000974971507704666	0.000797842411386361	Nap1l1/Efnb3/Aspa/Nr1d1/Enpp2/Myc/Sox10/Sox8/Ctnna1/Il33/Ptprd/Ptprf/Hes5/Gper1/Mag/Eef2k/Pak3	17	AbstinencevsSaline
GO:00456851	BP	GO:0045685	regulation of glial cell differentiation	8/218	95/21359	5.87713473940051e-06	0.0010213841531316	0.000835822984822222	Cntn2/Aspa/Nr1d1/Enpp2/Il33/Opalin/Hes5/Mag	8	AbstinencevsSaline
GO:00064571	BP	GO:0006457	protein folding	10/218	164/21359	7.45626109193888e-06	0.00123102870627911	0.00100738011700037	Clu/Ppil2/Fkbp5/Hspa1a/Cdc37l1/Ppid/Dnaja1/Hsph1/Dnajb1/Cryab	10	AbstinencevsSaline
GO:0010720	BP	GO:0010720	positive regulation of cell development	15/218	380/21359	9.1060205483867e-06	0.00143181332622728	0.00117168695477236	Nap1l1/Aspa/Fermt2/Enpp2/Myc/Sox10/Sox8/Il33/Ptprd/Ptprf/Gper1/Mag/Eef2k/Cspg5/Pak3	15	AbstinencevsSaline
GO:0014013	BP	GO:0014013	regulation of gliogenesis	9/218	135/21359	1.047689412711e-05	0.00157248656398714	0.00128680321647327	Aspa/Nr1d1/Enpp2/Myc/Sox10/Sox8/Il33/Hes5/Mag	9	AbstinencevsSaline
GO:00217001	BP	GO:0021700	developmental maturation	14/218	342/21359	1.21297773686236e-05	0.00174141412483457	0.00142504066385614	Fzd5/Ptprn/Cntn2/Gja1/Ank3/Ednrb/Sox10/Sox8/Nrxn1/Nlgn1/Bcan/Hes5/Sez6l2/Bfsp2	14	AbstinencevsSaline
GO:00507691	BP	GO:0050769	positive regulation of neurogenesis	13/218	302/21359	1.47115871052675e-05	0.00202406919256638	0.00165634403943954	Nap1l1/Aspa/Enpp2/Myc/Sox10/Sox8/Il33/Ptprd/Ptprf/Gper1/Mag/Eef2k/Pak3	13	AbstinencevsSaline
GO:0051930	BP	GO:0051930	regulation of sensory perception of pain	6/218	55/21359	2.01567197675357e-05	0.00266229954689612	0.00217862314287428	Adora1/Kcnj10/Ednrb/Il33/Grm3/Ncam1	6	AbstinencevsSaline
GO:0051931	BP	GO:0051931	regulation of sensory perception	6/218	56/21359	2.23847804219599e-05	0.00279056029692403	0.00228358197016289	Adora1/Kcnj10/Ednrb/Il33/Grm3/Ncam1	6	AbstinencevsSaline
GO:0031589	BP	GO:0031589	cell-substrate adhesion	14/218	362/21359	2.28180278670348e-05	0.00279056029692403	0.00228358197016289	Tmeff2/Cntn2/Epdr1/Spock1/Edil3/Fermt2/Enpp2/Apod/Ddr1/Fermt3/Itga6/Bcan/Tmem8b/Cspg5	14	AbstinencevsSaline
GO:0018212	BP	GO:0018212	peptidyl-tyrosine modification	13/218	318/21359	2.52872535334693e-05	0.00298208968455413	0.0024403150308427	Adora1/Enpp2/Cntn1/Ddr1/Prnp/Hck/Il6ra/Plpp3/Hes5/Tpst2/Gprc5b/Fgfr2/Clk3	13	AbstinencevsSaline
GO:0010769	BP	GO:0010769	regulation of cell morphogenesis involved in differentiation	8/218	117/21359	2.72194854156967e-05	0.00309926692560795	0.00253620395869667	Cntn2/Fermt2/Enpp2/Ptprd/Ptprf/Eef2k/Cspg5/Pak3	8	AbstinencevsSaline
GO:00140151	BP	GO:0014015	positive regulation of gliogenesis	7/218	86/21359	2.84303050164405e-05	0.00312922890547622	0.0025607225606036	Aspa/Enpp2/Myc/Sox10/Sox8/Il33/Mag	7	AbstinencevsSaline
GO:00440911	BP	GO:0044091	membrane biogenesis	6/218	60/21359	3.33642520717686e-05	0.00355383097874129	0.0029081845524017	Ank3/Nrxn1/Nlgn1/Syt11/Ptprd/Clip3	6	AbstinencevsSaline
GO:00313461	BP	GO:0031346	positive regulation of cell projection organization	15/218	429/21359	3.74025281246748e-05	0.00385947337086488	0.00315829900315922	Enpp2/Cntn1/Nrxn1/Itga6/Nlgn1/Cnr1/Ptprd/Ptprf/Espn/Ccp110/Gprc5b/Eef2k/Gpm6a/Fez1/Pak3	15	AbstinencevsSaline
GO:00610771	BP	GO:0061077	chaperone-mediated protein folding	6/218	63/21359	4.41441517099152e-05	0.00441709057412545	0.00361461044463643	Clu/Fkbp5/Hspa1a/Ppid/Hsph1/Dnajb1	6	AbstinencevsSaline
GO:0051932	BP	GO:0051932	synaptic transmission, GABAergic	6/218	65/21359	5.27626101669698e-05	0.00512418055209806	0.00419323901853286	Adora1/Nrxn1/Car2/Nlgn1/Cnr1/Slc6a1	6	AbstinencevsSaline
GO:0001774	BP	GO:0001774	microglial cell activation	5/218	41/21359	5.87760777668301e-05	0.00554510310817352	0.00453768997375798	Ifngr1/Nr1d1/Clu/Il33/Syt11	5	AbstinencevsSaline
GO:0031345	BP	GO:0031345	negative regulation of cell projection organization	10/218	210/21359	6.26472920764659e-05	0.00559084752531055	0.00457512372006509	Efnb3/Spock1/Nrxn1/Prnp/Nlgn1/Pfn2/Ptprf/Cd38/Mag/Ccp110	10	AbstinencevsSaline
GO:00484691	BP	GO:0048469	cell maturation	10/218	210/21359	6.26472920764659e-05	0.00559084752531055	0.00457512372006509	Fzd5/Cntn2/Gja1/Ank3/Ednrb/Sox10/Sox8/Nrxn1/Hes5/Bfsp2	10	AbstinencevsSaline
GO:0010770	BP	GO:0010770	positive regulation of cell morphogenesis involved in differentiation	7/218	100/21359	7.5085887784586e-05	0.00652456845959745	0.00533920980451613	Fermt2/Enpp2/Ptprd/Ptprf/Eef2k/Cspg5/Pak3	7	AbstinencevsSaline
GO:0050795	BP	GO:0050795	regulation of behavior	7/218	102/21359	8.51455620104578e-05	0.00720899091688542	0.00589928900623064	Adora1/Gja1/Nr1d1/Nrxn1/Ptgds/Nlgn1/Cnr1	7	AbstinencevsSaline
GO:00432541	BP	GO:0043254	regulation of protein-containing complex assembly	14/218	410/21359	8.75183407617436e-05	0.00722463902988194	0.00591209422987884	Tppp/Fermt2/Clu/Slain1/Tubb4a/Gsn/Hck/Pfn2/Clip3/Bax/Tppp3/Ncam1/Cryab/Pak3	14	AbstinencevsSaline
GO:0002269	BP	GO:0002269	leukocyte activation involved in inflammatory response	5/218	45/21359	9.27015145135027e-05	0.00746586343716063	0.0061094939090157	Ifngr1/Nr1d1/Clu/Il33/Syt11	5	AbstinencevsSaline
GO:00322881	BP	GO:0032288	myelin assembly	4/218	24/21359	9.55572425011833e-05	0.00751261939854541	0.00614775542607864	Tppp/Cntn1/Ugt8a/Mag	4	AbstinencevsSaline
GO:1901888	BP	GO:1901888	regulation of cell junction assembly	10/218	222/21359	9.94206091193906e-05	0.00763457793749367	0.00624755700390394	Fzd5/Gja1/Fermt2/Enpp2/Apod/Nrxn1/Nlgn1/Ptprd/Lrrn1/Eef2k	10	AbstinencevsSaline
