Category	ID	Term	Genes	adj_pval
CC	GO:0005767	secondary lysosome	Gaa,Pik3c3,Ftl1,Map1lc3b	0.026370817842239
CC	GO:0005925	focal adhesion	Dst,Il1rl1,Srp68,Itgb7,Itgb5,Lpxn,Arl14ep,Hck,Usp33,Vasp,Pak1,Rdx	0.0281991096447641
CC	GO:0005874	microtubule	Dst,Katna1,Cct4,Sarm1,Cct5,Kif21a,Tuba1a,Cct8,Synj2,Tcp1,Haus1,Eml3,Odf2,Snph,Cct3,Bod1l,Cct7,Fkbp4,Apoe,Tubgcp2,Map1lc3b,Hspa8	0.0281991096447641
CC	GO:0072686	mitotic spindle	Tmem9,Tpr,Katna1,Ncor1,Cd180,Hsf1,Haus1,Eml3,Smc3,Cntrl,Nup62,Sgf29	0.0281991096447641
CC	GO:0005640	nuclear outer membrane	Ltc4s,Psen1,Eno1,Retsat	0.0281991096447641
CC	GO:0043202	lysosomal lumen	Naglu,Gusb,Hspa8,Hexa	0.0281991096447641
CC	GO:0016363	nuclear matrix	Morc2a,Smarce1,Akap8l,Hnrnpm,Smc3,Ppig,Hltf,Brd7,Nono	0.0281991096447641
CC	GO:0034399	nuclear periphery	Tpr,Morc2a,Smarce1,Akap8l,Hnrnpm,Smc3,Ppig,Hltf,Brd7,Nono	0.0333520248424012
CC	GO:0005635	nuclear envelope	Dst,Unc50,Tpr,Cacybp,Ccar1,Ltc4s,Tmc6,Pum2,Psen1,Nxf1,Tmem109,Gsto1,Eno1,Osbpl3,Retsat,Apoe,Nup62,Bax,Pak1,Bnip3,Agpat5	0.0345509633568623
CC	GO:0071013	catalytic step 2 spliceosome	Ddx41,Hnrnpk,Ppil2,U2af1,Hnrnpm,Cdc5l,Sf3a3,Syf2	0.0358787628407103
CC	GO:0030055	cell-substrate junction	Dst,Il1rl1,Srp68,Itgb7,Itgb5,Lpxn,Arl14ep,Hck,Usp33,Vasp,Pak1,Rdx	0.0370379741720127
MF	GO:0016887	ATP hydrolysis activity	Hspd1,Abcb6,Katna1,Morc2a,Cct4,Cct5,Atad2,Kif21a,Nubp1,Abcc1,Eif4a2,Cct8,Tcp1,Hsp90ab1,Msh2,Carns1,Entpd1,Smc3,Hspa5,Cct3,Cct7,Psmc4,Abcb10,Hspa8	1.09068820129436E-05
MF	GO:0044183	protein folding chaperone	Cct4,Cct5,Cct8,Tcp1,Hsp90ab1,Hspa5,Cct3,Dnajb6,Cct7,Hspa8	1.09068820129436E-05
MF	GO:0031072	heat shock protein binding	Tpr,Ahsa2,Dnajb9,Ahsa1,Hnrnpk,Hsf1,Fkbp5,Hsp90ab1,Stip1,Hspa5,Dnajc10,Dnajb6,Fkbp4,Nup62,Bax,Chordc1,Hspa8	1.20346897895884E-05
MF	GO:0051082	unfolded protein binding	Cct4,Tbce,Cct5,Cct8,Tcp1,Hsp90ab1,Hspa5,Cct3,Srsf10,Dnajb6,Cct7,Hspa8	0.000349539410064368
MF	GO:0003712	transcription coregulator activity	Nucks1,Bclaf1,Ccar1,Ewsr1,Ncor1,Gps2,Med11,Zzef1,Zmiz1,Ccar2,Crebbp,Nrip1,Tcf4,Lpxn,Med22,Rbck1,Lmo4,Thrap3,Eno1,Ski,Psmd9,Trrap,Trim5,Trim12a,Fus,Ccnd1,Ccdc124,Brd7,Irf2bp2	0.00102178160535887
MF	GO:0031625	ubiquitin protein ligase binding	Hspd1,Cacybp,Traf5,Xbp1,Ube2b,Ubb,Myc,Tcp1,Hsp90ab1,Fzd8,Hspa5,Hltf,Fbxw7,Per3,Ski,Cul1,Map1lc3b,Ubash3b,Hspa8,Usp2	0.00611057509933156
MF	GO:0003713	transcription coactivator activity	Nucks1,Ccar1,Gps2,Zzef1,Zmiz1,Ccar2,Crebbp,Nrip1,Rbck1,Lmo4,Thrap3,Psmd9,Trrap,Trim5,Trim12a,Fus,Ccdc124,Brd7	0.00611057509933156
MF	GO:0044389	ubiquitin-like protein ligase binding	Hspd1,Cacybp,Traf5,Xbp1,Ube2b,Ubb,Myc,Tcp1,Hsp90ab1,Fzd8,Hspa5,Hltf,Fbxw7,Per3,Ski,Cul1,Map1lc3b,Ubash3b,Hspa8,Usp2	0.0107009968974022
MF	GO:0060090	molecular adaptor activity	Mlph,Pex3,Sarm1,Akap1,Blnk,Nolc1,Vti1a,Vps18,Snap23,Fbxw7,Dlgap3,Akap9,Iscu,Sh2b2,Cul1,Nup62,Trim5,Trim12a,Herpud1,Hspa8,Gab3	0.0135980335540897
MF	GO:0051087	chaperone binding	Hspd1,Ahsa2,Dnajb9,Ahsa1,Slc25a17,Stip1,Dnajc10,Dnajb6,Bax,Hspa8	0.0186428898998425
MF	GO:0001091	RNA polymerase II general transcription initiation factor binding	Crebbp,Gtf2f1,Tcf4,Nolc1,Ercc1	0.0186428898998425
MF	GO:0032977	membrane insertase activity	Emc2,Emc4,Emc1,Mmgt1	0.0217101421208454
MF	GO:0140597	protein carrier chaperone	Emc2,Emc4,Emc1,Mmgt1	0.0335966746311138
MF	GO:0051020	GTPase binding	Dock10,Mlph,Mical1,Ipo4,Mycbp2,Ralbp1,Odf2,Rin2,Usp33,Eno1,Hps4,Coro1c,Git2,Arhgdib,Picalm,Pak1,Bnip3,Gdi1	0.03616259636254
